text,sentiment,label_raw
مفيش حاجة اسمها دولة وطنية في حاجة اسمها الجماعة التنظيم طز في مصر #السادة_المحترمون …,negative,NEG
7 ماله سمك إسكندرية يافندم؟ طب والله من غير مبالغة لفيت العالم مالقيت مثيله وأتوسل إليكي ماتحطميش أسطورتي الخاصة,positive,POS
الاعتقالات كالامطار بلا مبررات لكن الانقلاب يرفض حضور المحامين لتحقيقات النيابة,negative,NEG
عبد المنعم ابو الفتوح اعداء المصريون فى الخارج والداخل يدبرون مؤامرات لاجهاض ثورة يناير # #,negative,NEG
قدام بيتي 😍 #الربيع #الجمال #نيويورك #بيتي # #مبتعث,positive,POS
#بصـراحـه #عن ناس بيبقى نفسك تقولهم يلا المركب اللى تودى و يا ريت تتقلب و هى بتودى ! #رخامة,negative,NEG
الجزار الفاشل يحضر الآن سكينه لكي يذبح بعض كباش الفداء قبل أن يكتشف أن المشكلة أعمق من فشل الأشخاص فهي مشكلة فشل سياسات,negative,NEG
#النصر_الفيصلي عظيم بجمهورك الله يسعد الحاضرين كلهم والغايبين,positive,POS
نت #فودافون بيعلم الصبر,negative,NEG
عصام سلطان فضل عشر سنوات عامل نفسه منشق وضد الاخوان وبعدييين بعد الثوره اتضح انهم منهم ولا انشق ولا يحزنون,negative,NEG
كنت تأجل وتيجي منك بجميلة وتعمل فيها قعر مجلس وكبير العائلة بس هتقول إيه الغباء السياسي صنعة,negative,NEG
88 إنت باين عليك لجنة أمن دولة مفضوحين جدا,negative,NEG
_96 سامي يعبث بتاريخ الزعيم جعل اكبر افراحنا الفوز ببطولة اولمبي #ارحل,neutral,NEUTRAL
مدير جامعة الإمام يستنكر الثناء على #أردوغان ويعتبر #تركيا دولة فاسدة فاسقة فاجرة تنشر الرذيلة #عسير #السعودية # #,negative,NEG
لا ينكر أحد ضرورة إجراء إصلاحات شاملة بالقضاء سواء فى كيفية التعيين فى البداية وحتى كيفية المحاسبة داخل القضاءلهذا تقدم,neutral,NEUTRAL
الجبناء يكذبون علنا احدهم يقول ان العسكر لم يحكموا مصر اخر 60 عاما ويطالب بخضوع مصر للجيش واستشارته فى اى حاجة تخصه,negative,NEG
الانقلاب يغلق مسجد النصر ب #رفح ومن اظلم ممن منع مساجد الله ان يذكر فيها اسمه وسعي فى خرابها انتظروا عقاب الله,negative,NEG
مبادره دستورهم باطل لتعريف الشارع بالمساوئ الاقتصاديه و الاجتماعيه للدستور ببساطة،ريتويت بقا 3 مرات قبل الأ,negative,NEG
عندما يسكت الإخوان على بذاءات الشيوخ المؤيدين لهم وتطاولهم على الأعراض فوق المنابر فلا تفرحوا كثيرا لأنكم ستكتوون بنار البذاءة والسفالة,negative,NEG
كذبة حقيرة الاهرام العربي:مرسي طبع 65 مليار جنيه والبنك المركزى يأسف ويستنكر ويرفض التعقيب,negative,NEG
فالانتقاص من صلاحيات البرلمان المنتخب واعطاء صلاحيات تشريعية لمجلس استشاري معين هما أمران ينبغي على كل مؤمن بالديمقراطية أن يرفضهما,negative,NEG
قانون منع التظاهروالاعتصام المزمع إصداره يحسم اﻷمرأمام كل متردد بأننا نواجه سلطة قمعية ليس لها مشروعية تستهين بحريات وكرامة وحقوق المصريين,negative,NEG
عدت من الاسماعلية منذ قليل بعد يوم حافل ختمته بمؤتمر جماهيري دفء مشاعر أهل الاسماعلية هون برودة الجو #,positive,POS
#اعرفوهم_انقلاب_مصر_يسقط_حكم_العسكر #الداخلية_بلطجية #شهداءالحرية # الشهيد محمد فتحي 20 عاماً #بني_سويف,neutral,NEUTRAL
"أحسن حاجة في أغنية #السكة_شمال هيا ""ايه ايه ايه ايه "" اللي أمير بيقولها قبل ما بيغني علي طول !",positive,POS
أيامنا هذه هى أيام اختلال مفزع لمعايير الحكم على الأمور فى المجال العام فى مصر وفى بلاد العرب,negative,NEG
"نحن بحاجة إلى وسطية في المعاملات واعتدال في المواقف و الا تعرضنا لعوامل هدم المجتمعات الكبرى"" #مصر #تونس #لبنان #الإمارات #فلسطين",neutral,NEUTRAL
"بيننا وبين ""التقوى"" مخافة الله سبحانه وتعالى لكن بيننا وبين التدين الشكلى مجرد موس حلاقة (جلال عامر) #جلال_عامر",neutral,NEUTRAL
#الامريكان اكتشفو إمكانية وجود مياه على المريخ ^_^ #المصريين اكتشفو ان ب 2 جنيه فول كل جنيه لوحده اكتر من ب 2,neutral,NEUTRAL
شاهد - آخر كلام: مسحت الكلام؟ طب مسحت الدم؟ جبت حق اللي مات؟ #,negative,NEG
عايزه اعمل مجتمع ربعاوى بعيد عن الفلول و اللى عايزهم #فلول # شعب بلا اخلاق #ستحاسبووون,negative,NEG
"اثنان وثلاثين سببا للتصويت بـ ""لا"" على مشروع الدستور",negative,NEG
#الحكومة لا تلتـزم بـ القـانون للأسف #حقيقة,negative,NEG
( فألقيه في اليم ولا تخافي ولا تحزني إنا رادوه إليك وجاعلوه من المرسلين ) هذه الآية تبعث الأمل ،، #ل…,positive,POS
#6ابريل صباح الغباء # خلطة نقاء وغباء ثوري النتيجه حزب وطني #نيولوك #الحرية_للمعتقلين #ماهر #دومه #عادل # #…,negative,NEG
مشاكل العمال تتفاقم ضرورة حوار ثلاثى عاجل بين الحكومة وأصحاب الأعمال و النقابات العمالية لوضع إطار متوازن يحفز الإنتاج ويضمن حقوق العمال,neutral,NEUTRAL
يآجعل دربكَ تسآهيل والفُوز فآلك #النصر_الشباب #نصراوي_لاتكلمني,positive,POS
😘 انتِ قصة عشق لا يفهمها الا النجوانيون #هلا_فبراير #,positive,POS
يتقدم الشعب المصري بخالص الشكر والامتنان للمشير السيسي لمجهوده الجبار في حل النزاع الوطني بين مرتضي منصور واحمد شوبير #هاشتاج,positive,POS
#حركة_كايدينهم #مصر #قول_كلمه_للسيسي_وخد_فولو_هديه ياسيسى ياجاااااااامد #سأنتخب_السيسي #تحيا_مصر,positive,POS
639 #الراتب_مايكفي_الحاجة #الاتحاد #الهلال #النصر #الاهلي #مرسي,negative,NEG
المدن -روجيه عوطة-نينا هاغن وعجينة الفم المتهكِّم #غناء_الصراخ #غناء #فن #ثقافة,neutral,NEUTRAL
كلما اقترب موعد بدء الحملات الانتخابية، كلما تغيرت لغة الحوار والخطاب بين الأحزاب والسياسيين وأصبحت أكثر عنفا لفظيا,negative,NEG
عن اي مشروب غازي كوﻻ #حافظ_مش_فاهم,negative,NEG
"الباشا أبو 50% مش واخد باله أنه رمى كل أوراقه , بيهددنا انه هيضرب بكرة ذخيرة حية , على أساس ان قبل كده كانوا بيضربونا بق…",negative,NEG
مرسي سمع تهديد البلاك بلوك باقتحام القصر من هنا وقام معلي سور القصر بالطوب الأحمر فين فتحة الصدر يا سجين القصر,negative,NEG
والمصحف مرتضي منصور بيتلكك لميدو #زمالك,negative,NEG
السنين الحلوه بتعدى قوام و آنتآ آسمك فى آلتآريخ بالنور مكتوب #أبو_تريكة,positive,POS
مازلنا نعيش عهد اللافعل,negative,NEG
الثورة تريد تحرير العقول التلفزيون المصري يريد تغييب العقول الثورة ستنتصر,neutral,NEUTRAL
تجاهل الاعلام الحقير لضحايا معدية قنا الذين غرقوا فى النيل يكشف انهيار الحق لو أيام مرسي كانت الولولة والدموع للركب مش كده يا منى,negative,NEG
الدراما المصرية في تقدم مبهر مسلسل #نيران_صديقة راااائع جداً جداً,positive,POS
هذا ما عندي والله أعلم وبعد كلام زوجة الشهيد طارق الأقطش ليس هناك كلام لمن أراد الحل الدائم والجذريسلام عليكم,neutral,NEUTRAL
ع سبيل النكد #باسم مش جاى النهاردة :(,negative,NEG
كانوا رجال #مرسى_رئيسى #كانوا_رجال #الشعب_يرد_تحية_الرئيس #أنا_حازم #سنحيا_كراما,positive,POS
أعتقال الناشط اليساري هيثم محمدين يكشف بوضوح أن العسكر يستهدف المد الثوري أي كان لونه أو شكله أو إنتماءه وأن …,negative,NEG
